head	rel	tail
20609	120	2111
2959	27	15151
27732	36	3464
22290	23	2111
23295	11	22468
22361	5	9521
19131	95	8002
9091	118	26516
11916	85	11214
16149	25	23150
912	53	11195
7478	120	20931
22564	131	1943
22776	115	22468
20508	25	1204
945	83	7572
22730	5	20004
15986	121	24232
8056	33	24275
8365	93	26716
27873	115	22468
9046	124	5518
12687	108	17247
14344	53	24033
12146	115	22468
5950	93	26716
11595	124	15672
12179	62	14
20662	83	5163
16407	70	7367
26709	69	1700
7518	115	22468
11992	118	1632
1891	5	19835
24861	70	16823
27642	39	12827
25256	88	5956
24743	5	6548
19017	61	27775
18474	62	13418
25232	39	23370
20211	58	2111
5924	131	12456
15399	25	2526
9467	16	11124
25006	124	2393
27039	70	22451
21616	115	22468
16456	124	13418
21563	5	6548
26313	70	14953
19060	62	2393
2850	124	10229
1055	115	22468
11995	70	21317
13088	28	20139
2377	135	22468
9153	119	23012
6834	120	2111
22162	72	23240
14101	62	15672
616	107	26390
5255	33	24275
22342	48	24042
10205	118	3464
3485	120	20931
18665	83	5163
4153	3	23029
6314	58	2848
4648	102	5855
21773	4	18767
2976	36	6364
17505	88	8452
4541	35	17996
26850	27	2327
3829	119	15
20764	118	3464
24107	5	19835
3720	39	24208
14811	119	23012
27320	106	22468
3809	53	1574
23872	7	25890
2320	95	7678
13508	62	15672
13514	70	21973
19228	103	3709
14342	110	19811
9983	19	17297
552	103	3709
11046	106	24185
3468	117	5163
2235	124	23286
23413	115	22468
25914	48	26516
20095	106	24185
13660	25	5302
6375	102	5855
26470	129	26516
22665	15	16447
11444	5	6548
7249	53	2846
10722	118	17880
22527	3	3817
7879	5	6548
17172	115	22468
7460	5	19835
14231	62	25328
15044	115	22468
24439	121	24232
5831	107	26390
1763	118	3464
9642	53	24370
19606	33	24275
2085	119	15302
9843	16	11124
21528	16	11124
12061	106	24185
15574	37	12827
20973	53	2677
3856	115	22468
16974	71	2111
12927	58	21268
11855	16	11124
5719	102	2111
5368	124	22718
12127	53	5498
26711	119	23012
7062	129	2846
1021	36	16359
21156	53	11993
19025	119	23012
20517	128	13667
27828	28	18781
23191	124	2393
11926	7	24375
5406	95	11195
11319	120	2111
18785	23	7098
10498	118	3464
24944	25	101
13772	70	7367
16939	3	7567
7523	124	2393
3390	53	21366
761	25	17746
24896	129	17677
15718	95	25913
15498	131	22126
12046	33	24275
11420	115	22468
11242	120	22362
18787	28	19970
18527	70	12145
18145	129	14319
7464	118	3464
269	102	2111
20200	70	7367
5973	70	12765
18030	3	23029
26674	115	22468
18368	53	7678
3764	103	3709
24713	109	26871
24973	118	3464
1506	53	13667
9335	62	26752
8266	124	2393
7515	25	18598
6895	124	2393
20959	61	16823
16028	9	22468
21749	119	23012
26767	36	3464
23477	102	5855
22160	53	21366
15158	23	26827
21238	61	16535
22127	33	24275
24451	102	2111
469	95	24370
16421	70	14564
22422	95	8584
24215	70	12327
385	33	24275
13338	70	16823
8215	58	18234
27527	115	22468
12192	115	22468
7125	85	16893
13577	33	24275
23354	25	2526
8669	62	8198
21961	28	19174
3319	39	12827
3757	106	22468
18265	25	27827
18283	117	5163
1582	120	2111
2986	3	13735
13563	108	17247
11433	5	19835
24966	83	27389
16394	5	6548
20140	71	2111
19474	120	2111
4010	70	27775
20389	28	25340
16256	70	16335
27629	3	3817
11826	93	21023
62	70	25481
12353	115	22468
6989	25	101
12759	25	23150
10829	79	75
6358	58	21268
26183	5	20004
14797	7	24375
12782	15	16447
6367	118	3464
19288	39	12827
27415	71	3479
4004	71	2111
2316	5	19835
4459	70	27775
14089	115	22468
22719	115	22468
14396	33	24275
5304	53	8002
346	109	25644
549	124	25328
1786	115	22468
24512	95	6270
639	120	2111
19186	127	9852
16058	16	11124
3006	119	23012
3975	93	24502
16459	5	19835
24083	120	17868
23225	36	14124
23572	93	21023
10498	124	15935
8652	118	3464
8507	77	1943
8808	88	8452
4203	66	4912
7180	70	7653
1008	95	7678
14213	124	8198
23801	33	24275
2674	53	7678
24149	16	27824
388	53	1559
19775	70	13249
10019	36	1943
22172	64	612
6161	106	22468
20544	28	14127
14123	71	2111
19541	25	101
21440	16	11124
4645	33	24275
6470	93	24502
23528	74	14458
27856	95	7678
18600	120	2111
17014	70	1044
869	33	24275
27856	70	7367
302	97	11993
12715	124	15672
21485	102	26827
9015	33	24275
1132	71	7837
11200	5	20004
7160	39	12827
13145	85	19536
23973	120	2111
19204	27	12925
11418	115	22468
8175	16	11124
9751	33	24275
16285	74	18823
18563	62	11531
11448	5	6548
18769	12	11124
27491	4	18767
10007	16	11124
11964	3	15249
25335	3	11214
589	70	5930
5681	20	10732
1920	16	11124
3388	49	16893
11286	119	23012
14924	71	2111
12572	5	9521
20348	115	22468
15711	27	2327
25309	6	6682
21427	70	27775
13360	5	9521
875	59	26507
21662	78	19882
327	118	17880
5805	33	24275
21332	25	2526
27624	53	21366
20460	70	25195
2206	106	22468
26829	107	13620
20025	93	25016
15943	57	14746
4763	95	8755
21740	3	16893
3720	11	22468
21239	85	16893
7949	124	5183
3227	5	19835
26439	28	16433
3947	49	16893
9241	27	12925
4780	72	7653
8350	118	1193
18508	35	9114
24345	45	21556
24618	103	3709
25959	16	11124
6587	80	11993
26271	28	27846
7753	33	24275
15752	7	10452
8919	16	11124
224	61	27775
7329	36	5171
22884	62	2393
4158	93	21023
3024	16	11124
24424	15	16447
18507	83	19811
4841	119	23012
25381	5	11124
21324	16	11124
21425	33	24275
25015	64	2217
23973	131	1379
26839	120	2111
17792	115	22468
23306	62	2393
24896	28	5703
10002	16	11124
20503	45	24967
6849	126	25413
23739	3	15249
6409	108	17247
15317	131	22126
8078	88	8452
20676	28	11037
22386	118	1193
26155	62	1552
16079	120	20931
824	117	5163
14083	115	22468
21336	102	5855
27663	102	26827
6910	115	22468
8011	120	2111
24595	70	16823
12320	23	7098
26887	16	11124
20633	89	11546
3818	53	21366
14931	61	27775
6878	120	2111
18803	62	2393
22626	77	22126
27491	7	24375
25082	41	21584
14104	95	7678
18328	110	13620
25144	115	22468
705	25	21549
22618	76	22468
5457	62	15672
3031	53	8002
18904	70	16335
20517	33	24275
10105	70	15706
22649	5	19835
23726	121	24232
22696	16	11124
1092	4	18767
13508	27	5192
4008	83	5163
23460	135	22468
9552	49	16893
26044	35	17996
8582	70	16823
3932	95	9200
7637	70	19126
9999	115	22468
20081	124	10229
3225	61	16823
24882	85	11214
13806	95	8002
7236	5	6548
7693	70	11862
4825	115	22468
6943	23	26827
13378	83	7572
18895	3	11214
20580	115	22468
21152	62	24430
17811	106	24185
9412	119	22524
12476	16	11124
15432	53	21366
17862	62	19303
18946	62	8198
19733	120	2111
4287	23	26827
12761	97	25913
5618	70	25740
4545	25	27044
22224	53	21366
17006	49	15249
15371	71	2111
19011	7	24375
26290	121	24232
4607	3	20161
6445	36	22843
27658	115	22468
13320	115	22468
628	58	2111
6335	53	11195
3886	16	11124
25920	45	25010
20472	39	24208
1030	49	15249
12648	120	2111
23485	5	6548
22929	7	18189
12641	19	2750
6796	124	23787
9644	124	2393
8781	108	17247
8681	25	101
27468	117	5163
5520	45	12812
16727	5	20004
15687	95	8584
24004	116	23845
7317	120	12461
14604	118	17880
26133	109	26871
7975	33	24275
3982	103	3709
13514	33	24275
17157	102	7098
2051	5	6548
16355	70	16823
6948	124	20640
2928	131	20446
19669	124	2393
1492	77	1943
22060	128	13667
19440	36	9624
13027	33	24275
24323	72	13307
11389	106	24185
19645	23	7098
6980	118	3464
6845	5	20004
21855	70	11862
14107	70	21130
26590	53	8002
13242	27	6928
7974	16	11124
2844	36	26516
892	16	11124
25623	118	1632
21839	49	15249
2691	115	22468
476	16	11124
23909	120	2111
10971	23	26827
22135	33	24275
26643	53	8002
24997	85	11214
9345	118	3464
14046	62	3628
1104	120	2111
17156	70	11965
12583	25	3398
10590	6	14953
15329	115	22468
14661	28	2637
3682	31	27668
16850	27	2327
3282	37	12827
7810	120	2111
7045	115	22468
23852	70	26237
13005	115	22468
16821	93	21023
7811	117	5163
14699	53	11993
2263	36	19811
23799	27	12925
25225	33	24275
24671	103	7141
16761	16	11124
4391	62	24430
23247	71	2111
17974	103	3709
21234	16	11124
22097	93	21023
8158	71	2111
15915	33	17785
14479	33	24275
21641	85	11214
25895	70	15706
5968	120	2111
26953	33	24275
21755	62	11531
19674	95	7678
27386	5	9521
27305	36	11195
9973	16	15882
16986	15	14000
9718	28	19730
20545	51	20747
20095	85	16893
18071	16	11124
20458	62	8198
24506	53	13667
5787	33	24275
6565	48	12456
2908	62	15868
4469	33	24275
27047	62	19303
13749	16	1091
14692	25	27827
25647	77	1943
23317	120	2111
24711	104	11543
1757	95	5498
22043	71	2111
20201	71	7837
17599	95	26227
13998	16	11124
16146	39	24208
17708	33	24275
25532	45	11862
4197	33	24275
17020	62	4600
686	101	6609
1235	16	11124
5593	117	5163
19900	109	2943
21764	111	5547
11566	16	15882
4780	23	7098
3374	115	22468
13800	110	13620
6193	124	15672
16003	77	4383
20910	70	7367
22402	11	22468
494	5	18594
14574	70	14953
16179	16	11124
16391	124	8198
12794	62	23311
26269	62	20443
26048	124	2393
1446	3	23029
10582	16	11124
13749	62	5716
13739	3	15249
6251	27	8548
77	115	22468
1000	71	2111
11912	33	24275
8184	27	23611
10359	31	18234
7810	58	2111
26442	95	7678
6001	120	12461
22345	109	26871
19711	11	22468
23421	61	27775
8699	53	11993
19858	103	3709
13921	62	19303
5524	33	24275
25031	70	7367
26342	70	7367
25615	70	7653
4234	62	24430
22455	108	17247
9400	117	19005
11313	115	22468
14472	115	22468
7241	103	3709
13558	70	22451
8595	62	9601
14842	28	19422
25324	53	13667
17953	131	2745
9395	120	2111
15430	53	11993
6661	5	18594
24648	61	27775
15153	33	24275
7597	85	11214
24039	70	17632
22296	25	7471
8249	119	21269
5665	93	24502
17583	95	24033
5527	23	5855
1793	16	11124
13525	62	15672
18997	23	5855
5102	70	1227
3168	107	26390
27424	118	5998
8423	53	21366
9540	30	8002
3519	109	26871
19404	120	17868
22907	33	24275
16358	36	22126
22489	16	11124
9629	112	10362
2090	31	27668
3823	119	15302
15239	5	6548
22844	49	15249
25688	118	3464
26899	5	20004
1276	70	21791
12632	16	7292
25396	12	20004
17216	39	22587
16510	110	25454
22115	77	1943
15631	62	24430
4116	118	3464
542	131	3368
27216	117	5163
335	70	7367
17554	109	6153
10138	93	21023
21679	119	7769
15209	5	6548
7756	58	21268
12607	129	12456
1321	5	9521
6830	39	24208
4739	78	3464
27574	111	5547
5911	70	16008
21009	82	15360
4144	49	15249
532	129	5171
4013	83	27389
23613	23	26827
13005	124	15672
23662	58	21268
639	25	13359
6803	5	11124
20918	115	22468
2704	102	26827
12168	118	12456
14226	120	2111
8161	62	19303
2667	119	23012
7847	50	16538
24972	70	1227
8386	119	23012
9469	27	16249
13622	37	12827
35	48	22843
12692	58	22755
20209	115	22468
17852	124	8198
11759	36	22688
2986	33	24275
4845	70	7367
16109	27	12925
18214	40	16447
6379	49	15249
2049	25	2738
6210	33	24275
21472	108	3986
10029	88	8452
15088	62	2393
15847	33	24275
13700	25	7436
15891	30	21366
22075	62	5183
17792	33	24275
6648	95	11993
13045	115	22468
27865	93	21023
6248	4	18767
23600	119	15302
14712	70	7367
26583	70	16823
18368	131	19811
23485	117	5163
16958	3	7567
16684	102	5855
17616	70	17577
10245	124	11531
21126	62	2393
16	85	19536
4841	16	432
19224	128	3729
16863	12	20004
21044	85	11214
20201	36	9116
8984	70	16823
13800	33	24275
24983	70	10888
17602	109	20450
13782	36	23120
2598	93	24502
18697	16	11124
8184	25	1367
572	118	17880
16387	70	27775
25964	16	11124
10151	124	15672
9993	93	26716
12617	33	24275
14056	25	18597
27039	95	7678
26730	33	24275
12303	124	8198
6916	124	2393
17622	124	10229
27714	85	15249
14935	120	20931
18397	115	22468
2250	115	22468
26859	70	15706
15037	27	2327
4848	80	15864
16428	71	2111
19011	58	2111
21963	115	22468
4854	5	9521
15611	124	2393
11163	39	24208
15619	16	11124
9442	3	23029
5465	46	11387
12922	62	13943
6476	61	16823
22319	36	6002
23596	3	11214
20023	3	23029
3974	115	22468
21364	4	18767
9428	71	2111
23733	129	12456
12218	16	11124
8239	16	11124
27681	115	22468
4058	115	22468
3866	62	2393
25558	33	24275
15103	70	18137
5024	115	22468
5440	102	5855
5269	27	5199
17852	62	8198
11948	101	18801
10798	53	11993
6221	95	7678
17706	4	18767
20586	49	15249
7423	115	22468
5775	16	11124
11197	93	21023
7222	7	23577
21361	115	22468
2026	49	16893
17233	58	22755
24629	119	22524
9009	115	22468
227	48	9326
293	62	22965
25291	124	2393
16173	118	23574
4983	70	16335
23081	33	17785
15055	95	11195
19838	58	2111
17361	39	22587
24691	25	27044
2300	102	2111
18372	2	26827
3892	115	22468
10975	58	22755
17961	117	19005
22673	115	22468
7233	45	5198
26758	48	12456
6862	62	23787
12910	39	24208
7336	120	17868
21253	106	24185
3336	53	11993
19887	33	24275
107	23	26827
27609	31	21268
11350	26	25388
13851	46	296
7995	109	1765
17456	39	12827
18533	103	3709
27171	16	22147
13311	28	544
12560	71	2111
15763	85	20161
20932	119	15302
5789	108	3986
26834	71	18672
5036	85	11214
23023	33	11202
20390	39	12827
25342	5	19835
15509	30	11993
8625	118	8131
24165	33	24275
16415	33	24275
6414	129	14170
17634	16	19747
26753	62	19303
17339	5	9521
23656	62	19303
19125	33	24275
4731	33	17785
11047	25	18028
6562	48	12514
2562	120	2111
7692	129	3464
13547	16	11124
14788	70	10871
4164	83	19811
27779	70	27775
3896	62	2856
19096	53	5970
18555	126	23577
4159	28	15451
14444	36	12456
6722	124	11863
19040	25	23150
3509	71	2111
19220	70	7367
10253	33	24275
8664	28	26731
17184	33	17785
12661	107	26390
17683	3	19631
12322	29	5422
19200	93	24502
5566	28	21825
23911	39	22452
24440	121	24232
20831	5	6548
12545	33	24275
8542	28	14259
25256	103	3709
10447	58	2111
25300	77	22126
5046	61	19290
7633	70	26827
10872	102	26827
13920	106	24185
9972	117	5163
21921	83	19811
5763	95	25913
3784	23	5855
18619	5	9521
2968	102	5855
1698	102	26827
9679	28	1217
3635	120	2111
3974	23	7098
16631	39	845
7880	125	8204
23616	120	2111
26123	25	5197
21252	23	7098
12322	116	14813
3567	16	11124
17224	69	1700
17961	118	3464
27311	71	2111
25735	48	4120
19746	124	8198
10170	124	19303
18875	85	11214
11056	33	24275
24376	124	10229
22809	33	17785
507	33	24275
11353	23	2111
525	115	22468
6024	83	5163
27123	120	2111
20770	33	24275
25774	16	11124
939	95	16681
14555	120	2111
20521	5	6548
17415	53	2412
15667	103	3709
19469	25	22682
10913	120	2111
11753	53	16681
5487	108	17247
6759	70	7653
26447	119	15302
24522	108	22054
23196	118	3464
13755	103	3709
4420	25	11301
15803	25	27044
26588	54	20059
2286	36	5998
21619	69	20288
12921	70	21973
20587	3	11214
8817	117	5163
275	58	18234
5298	95	11195
8715	16	11124
15375	16	11124
4070	62	10229
20294	121	24232
5167	5	6548
27828	28	1037
22160	3	15249
14286	83	5163
23816	62	2393
27628	11	22468
17428	120	2111
3008	118	3464
27899	53	11195
20360	78	12456
19169	70	27775
17841	23	19313
11140	25	27044
4523	131	23051
17580	25	101
3059	15	16447
18972	72	6331
513	62	11962
12513	58	20379
12979	111	1700
2399	70	21556
16995	23	13996
10897	5	19835
8740	93	24502
24252	27	13143
17851	95	21366
12632	70	27775
19009	93	21023
16367	93	24502
20088	6	6682
5080	3	13735
22337	39	23370
5155	70	16335
23644	106	24185
12158	16	27824
20709	115	22468
21862	7	24311
27600	23	26827
7207	39	12827
17335	36	26541
15843	5	18594
17256	121	24232
2125	115	22468
3966	131	10849
3578	115	22468
16493	53	1559
15608	33	22446
27467	108	3986
24966	16	11124
19727	58	2111
2019	25	24707
19170	16	11124
4901	102	26827
27213	58	2111
16350	39	24208
18549	16	11124
10159	33	24275
26662	124	25328
10050	103	3709
10669	118	8131
9222	124	15672
3448	5	20004
13657	23	5855
17178	15	16447
19306	115	22468
25947	71	2111
18456	120	2111
8715	25	15265
5325	95	8584
705	53	21366
24571	106	24185
16623	25	21817
18458	33	24275
10161	95	11195
1682	109	26871
10736	118	712
7607	115	22468
9054	39	24208
24534	119	23012
17692	27	2327
4732	61	21639
11162	25	24892
13469	36	10621
20228	58	2111
1548	3	15249
27806	25	24707
23462	115	22468
7638	93	21023
4370	5	20004
25433	27	17144
15912	33	24275
513	39	12827
12313	4	19428
24870	48	4184
26650	36	4184
12648	118	3464
20009	111	289
27211	25	8248
3762	62	5716
20608	124	22718
19413	2	23982
19690	115	22468
19200	102	5855
9398	48	4184
7575	33	24275
24433	25	14737
5182	3	13735
5920	12	6548
10163	61	19290
9845	53	9381
11491	12	9521
8661	25	13966
12121	108	3986
19402	70	16823
22361	109	26871
6611	95	8584
10016	129	14170
22094	2	26827
12894	53	8002
18630	119	23012
4346	61	11541
12820	25	13359
19727	48	13620
26819	62	20640
26520	69	1700
1206	111	18656
3377	85	11214
1725	70	16823
26718	16	11124
18042	31	21268
23355	16	11124
6026	5	19835
188	7	24375
24366	120	2111
21581	109	26871
14904	39	24208
5501	120	17868
246	62	15672
591	115	22468
20513	70	5930
16702	95	8584
23399	119	23012
17700	62	15319
7307	48	5171
12659	53	865
1168	119	512
6567	23	26827
20085	61	16823
18026	121	7091
27905	3	23029
4273	93	21023
2337	5	9521
16796	70	16823
16498	5	20004
17511	33	24275
14438	53	4320
9802	95	23120
4417	62	2393
23771	115	22468
12033	109	27082
7640	16	11124
14023	95	7678
14272	22	5938
8909	110	13620
26848	62	15672
18619	25	101
12077	90	786
22735	106	24185
25593	102	7098
20235	33	24275
10925	124	25328
25417	25	1367
2121	95	23120
1704	62	5217
4846	69	1700
22459	109	26871
12027	108	17247
4108	111	5547
22001	16	11124
10035	53	4766
27547	85	16893
389	6	13394
3249	61	16535
26733	36	12964
12816	5	20004
3656	72	10602
14120	129	712
18203	85	15249
15162	3	15249
16050	85	16893
8822	71	2111
8105	70	16823
7460	39	24208
20295	36	17880
11802	115	22468
7378	45	12145
1566	118	3464
8319	103	3709
13170	20	10732
22674	115	22468
3013	39	24208
10446	6	6682
26759	3	13735
4011	129	21958
1512	33	22942
14734	62	5183
26461	120	2111
743	70	1227
2389	85	11214
17221	131	13620
7454	33	14010
9977	118	3464
19018	33	24275
24113	11	22468
25135	121	7091
5209	53	21366
4216	33	24275
3455	92	7817
10806	3	553
6020	93	25016
9522	64	2217
11416	115	22468
22562	102	5855
3963	53	4622
20978	109	26871
26329	120	2111
20125	120	2111
16469	48	4184
22088	124	8198
19996	83	7572
16229	67	8002
3724	23	7098
12507	61	16535
25489	27	5599
26666	53	4622
24342	31	10721
24112	70	5930
25483	85	16893
8636	70	5930
6006	6	13394
13693	53	26994
11275	115	22468
23177	23	5855
6839	58	21268
27178	33	24275
836	33	24275
11248	107	13620
3545	25	27044
8996	117	5163
19120	5	6548
4732	53	6833
22527	62	1552
5653	109	25626
8403	108	3986
16530	70	18137
2138	53	7678
14098	119	221
13853	33	24275
6900	115	22468
3286	124	15672
6411	53	13667
17833	49	15249
13331	53	23012
6547	124	11407
16861	120	2111
504	119	23012
18772	115	22468
23058	62	5865
14005	119	21269
15538	53	11993
17320	23	2111
12405	53	21366
6249	70	27775
22280	70	1227
19901	85	11214
10953	102	7098
2963	70	11651
15818	88	2522
18810	33	22942
2094	85	11214
9866	36	17880
14651	48	10621
13048	115	22468
22066	16	11124
14894	13	12135
1111	117	5163
22045	115	22468
10646	58	14531
24988	70	7367
8126	5	6548
24899	27	12925
12048	133	14763
15549	27	12690
19171	102	7098
14206	71	2111
8242	118	3464
27201	70	13394
10484	27	16249
638	74	18823
6569	39	24208
26129	53	27501
18696	120	2111
4522	62	5183
14715	124	15672
15807	103	3709
15293	95	11195
16318	3	15249
12440	115	22468
17934	23	19313
11725	5	11124
7739	48	1999
24943	119	23012
18612	23	26827
7080	39	24208
23695	37	23370
22569	121	24232
22928	90	18268
14409	129	27395
25829	103	3709
13513	28	11349
7478	58	2111
6349	39	12827
20729	9	22468
1968	49	16893
8628	15	16447
13003	54	11136
19104	53	8755
4180	3	23029
22675	16	26347
1628	62	15672
179	103	3709
9433	25	27044
21513	62	14
25781	62	2856
22660	49	15249
16204	115	22468
7145	115	22468
15869	53	8002
11852	85	16893
22517	62	3366
25415	27	8230
17961	53	8002
18399	115	22468
25136	7	24375
4156	13	9048
2652	95	7678
12232	118	12456
14397	25	23150
12124	115	22468
3279	108	3986
26988	25	13359
10585	108	17247
16471	33	214
13760	5	6548
19507	49	3817
13198	62	16025
16864	115	22468
13225	115	22468
18755	3	553
1295	33	24275
2887	33	24275
9196	25	27044
2885	25	19673
10410	23	7098
21740	13	9048
21170	62	7106
9961	53	1559
4699	27	23542
10714	115	22468
8751	62	13418
10354	62	15672
7153	5	19835
3638	103	3709
13353	93	21023
6360	39	24208
18479	70	5930
8889	7	24375
10537	93	24502
19017	71	2111
11053	106	24185
24743	36	2846
12239	5	19835
8030	62	2393
13463	25	23150
19498	109	4418
19513	115	22468
12168	93	24502
9942	25	13359
21193	16	11124
1828	51	20747
20646	119	23012
5257	49	15249
1023	115	22468
21847	89	11546
27042	115	22468
5138	6	13394
9832	115	22468
21505	119	23012
840	16	11124
24882	61	27775
15171	84	24026
25123	47	17095
21086	33	24275
2800	36	21567
22935	37	23370
15154	33	24275
8526	120	2111
22975	49	3817
